epoch,out_0,out_1,step,train_loss
60,0.5064033269882202,0.5033451318740845,121,0.24666602909564972
61,0.5072107911109924,,122,0.2572627663612366
61,0.5072107911109924,0.5042268633842468,123,0.2457909733057022
62,0.5078722834587097,,124,0.25793424248695374
62,0.5078722834587097,0.5049526691436768,125,0.24507184326648712
63,0.5083671808242798,,126,0.2584371864795685
63,0.5083671808242798,0.5055124759674072,127,0.24451789259910583
64,0.5086944103240967,,128,0.2587699890136719
64,0.5086944103240967,0.5059155821800232,129,0.24411939084529877
65,0.5088696479797363,,130,0.25894829630851746
65,0.5088696479797363,0.5061864256858826,131,0.24385181069374084
66,0.5089208483695984,,132,0.25900039076805115
66,0.5089208483695984,0.5063605308532715,133,0.24367991089820862
67,0.5088843107223511,,134,0.2589632272720337
67,0.5088843107223511,0.5064806342124939,135,0.24356134235858917
68,0.5088011026382446,,136,0.25887855887413025
68,0.5088011026382446,0.5065926313400269,137,0.2434508055448532
69,0.5087130665779114,,138,0.25878897309303284
69,0.5087130665779114,0.5067425966262817,139,0.2433028370141983
70,0.5086600184440613,,140,0.2587350010871887
70,0.5086600184440613,0.5069746971130371,141,0.24307392537593842
71,0.508678674697876,,142,0.2587539851665497
71,0.508678674697876,0.5073294639587402,143,0.2427242398262024
72,0.5088000893592834,,144,0.2588774859905243
72,0.5088000893592834,0.507844090461731,145,0.24221742153167725
73,0.5090510249137878,,146,0.25913292169570923
73,0.5090510249137878,0.5085525512695312,147,0.24152056872844696
74,0.5094543099403381,,148,0.25954368710517883
74,0.5094543099403381,0.5094884634017944,149,0.2406015545129776
75,0.5100304484367371,,150,0.26013103127479553
75,0.5100304484367371,0.5106880068778992,151,0.23942619562149048
76,0.510800838470459,,152,0.2609174847602844
76,0.510800838470459,0.5121937990188599,153,0.23795485496520996
77,0.5117900967597961,,154,0.26192906498908997
77,0.5117900967597961,0.5140599012374878,155,0.2361377626657486
78,0.5130298733711243,,156,0.2631996273994446
78,0.5130298733711243,0.5163577198982239,157,0.23390983045101166
79,0.5145615339279175,,158,0.26477354764938354
79,0.5145615339279175,0.5191808938980103,159,0.23118698596954346
80,0.5164356827735901,,160,0.26670578122138977
80,0.5164356827735901,0.5226477980613708,161,0.2278650999069214
81,0.5187087655067444,,162,0.2690587341785431
81,0.5187087655067444,0.5268986225128174,163,0.2238248884677887
82,0.5214276909828186,,164,0.27188682556152344
82,0.5214276909828186,0.532078206539154,165,0.2189507782459259
83,0.5245994925498962,,166,0.275204598903656
83,0.5245994925498962,0.5382935404777527,167,0.21317283809185028
84,0.5281380414962769,,168,0.278929740190506
84,0.5281380414962769,0.5455372333526611,169,0.20653638243675232
85,0.5317913293838501,,170,0.2828019857406616
85,0.5317913293838501,0.5535793900489807,171,0.19929134845733643
86,0.535078227519989,,172,0.2863086760044098
86,0.535078227519989,0.5618801116943359,173,0.1919490247964859
87,0.5372921228408813,,174,0.2886827886104584
87,0.5372921228408813,0.5696249008178711,175,0.18522270023822784
88,0.5376420617103577,,176,0.28905895352363586
88,0.5376420617103577,0.5759867429733276,177,0.17978723347187042
89,0.5355300903320312,,178,0.28679245710372925
89,0.5355300903320312,0.5805678367614746,179,0.17592331767082214
90,0.5308319330215454,,180,0.28178250789642334
90,0.5308319330215454,0.5837666988372803,181,0.17325013875961304
91,0.5239535570144653,,182,0.27452731132507324
91,0.5239535570144653,0.5867668390274048,183,0.17076162993907928
92,0.5155170559883118,,184,0.26575779914855957
92,0.5155170559883118,0.591064453125,185,0.16722826659679413
93,0.5057685375213623,,186,0.255801796913147
93,0.5057685375213623,0.5977721810340881,187,0.16178719699382782
94,0.49406564235687256,,188,0.24410083889961243
94,0.49406564235687256,0.6072136759757996,189,0.15428107976913452
95,0.4789813756942749,,190,0.2294231355190277
95,0.4789813756942749,0.6194241046905518,191,0.14483800530433655
96,0.45931997895240784,,192,0.2109748274087906
96,0.45931997895240784,0.6356480121612549,193,0.13275235891342163
97,0.435090571641922,,194,0.18930378556251526
97,0.435090571641922,0.6590436697006226,195,0.11625120788812637
98,0.406329870223999,,196,0.1651039570569992
98,0.406329870223999,0.6914792656898499,197,0.0951850414276123
99,0.37050139904022217,,198,0.13727127015590668
99,0.37050139904022217,0.729666531085968,199,0.07308018207550049
100,0.3238852620124817,,200,0.10490164905786514
100,0.3238852620124817,0.7690982818603516,201,0.053315598517656326
101,0.2659810483455658,,202,0.07074590772390366
101,0.2659810483455658,0.8083069920539856,203,0.036746203899383545
102,0.19611230492591858,,204,0.038460034877061844
102,0.19611230492591858,0.8453773260116577,205,0.023908168077468872
103,0.10950309038162231,,206,0.011990925297141075
103,0.10950309038162231,0.8795191645622253,207,0.014515629969537258
104,0.011322345584630966,,208,0.00012819550465792418
104,0.011322345584630966,0.9141170978546143,209,0.007375872228294611
105,-0.0632990226149559,,210,0.004006765782833099
105,-0.0632990226149559,0.9435700178146362,211,0.0031843427568674088
106,-0.07493963837623596,,212,0.00561594869941473
106,-0.07493963837623596,0.9605594873428345,213,0.0015555538702756166
107,-0.028854263946413994,,214,0.0008325684466399252
107,-0.028854263946413994,0.9687727689743042,215,0.0009751398465596139
108,0.028673220425844193,,216,0.0008221535244956613
108,0.028673220425844193,0.9730585217475891,217,0.000725843186955899
109,0.055220622569322586,,218,0.003049316816031933
109,0.055220622569322586,0.9756186008453369,219,0.0005944525473751128
110,0.037970419973134995,,220,0.0014417526545003057
110,0.037970419973134995,0.9773173332214355,221,0.0005145033355802298
111,-0.0041236248798668385,,222,1.7004280380206183e-05
111,-0.0041236248798668385,0.9785634279251099,223,0.00045952657819725573
112,-0.036014214158058167,,224,0.0012970236130058765
112,-0.036014214158058167,0.9795930981636047,225,0.00041644161683507264
113,-0.034706681966781616,,226,0.0012045536423102021
113,-0.034706681966781616,0.9804824590682983,227,0.00038093439070507884
114,-0.007330454885959625,,228,5.37355626875069e-05
114,-0.007330454885959625,0.9812062382698059,229,0.00035320542519912124
115,0.020256569609045982,,230,0.0004103285900782794
115,0.020256569609045982,0.9817575216293335,231,0.0003327879821881652
116,0.02742658369243145,,232,0.0007522173691540956
116,0.02742658369243145,0.9821674227714539,233,0.0003180007915943861
117,0.012606960721313953,,234,0.00015893543604761362
117,0.012606960721313953,0.9824783802032471,235,0.0003070071106776595
118,-0.008932956494390965,,236,7.979770452948287e-05
118,-0.008932956494390965,0.9827338457107544,237,0.0002981200523208827
119,-0.019660092890262604,,238,0.00038651921204291284
119,-0.019660092890262604,0.9829666018486023,239,0.0002901366096921265
120,-0.01338214986026287,,240,0.00017908192239701748
120,-0.01338214986026287,0.983181893825531,241,0.0002828486612997949
121,0.001890474697574973,,242,3.5738942187890643e-06
121,0.001890474697574973,0.983367383480072,243,0.00027664389926940203
122,0.012852232903242111,,244,0.00016517986659891903
122,0.012852232903242111,0.9835157990455627,245,0.00027172884438186884
123,0.011990207247436047,,246,0.00014376506442204118
123,0.011990207247436047,0.9836310148239136,247,0.00026794365840032697
124,0.002164076082408428,,248,4.6832246880512685e-06
124,0.002164076082408428,0.9837248921394348,249,0.0002648791123647243
125,-0.007461769040673971,,250,5.5677992349956185e-05
125,-0.007461769040673971,0.983811616897583,251,0.0002620637242216617
126,-0.009532641619443893,,252,9.087124635698274e-05
126,-0.009532641619443893,0.9838986992835999,253,0.00025925185764208436
127,-0.003845628583803773,,254,1.4788857697567437e-05
127,-0.003845628583803773,0.98398357629776,255,0.00025652581825852394
128,0.0037591143045574427,,256,1.413093923474662e-05
128,0.0037591143045574427,0.9840594530105591,257,0.0002541010035201907
129,0.007043040823191404,,258,4.9604419473325834e-05
129,0.007043040823191404,0.9841229319572449,259,0.00025208128499798477
130,0.004258324857801199,,260,1.8133327102987096e-05
130,0.004258324857801199,0.9841762185096741,261,0.00025039204047061503
131,-0.0013104729587212205,,262,1.7173391597680165e-06
131,-0.0013104729587212205,0.9842254519462585,263,0.0002488363243173808
132,-0.004797059111297131,,264,2.301177300978452e-05
132,-0.004797059111297131,0.9842760562896729,265,0.00024724239483475685
133,-0.0038416103925555944,,266,1.4757968529011123e-05
133,-0.0038416103925555944,0.9843288064002991,267,0.0002455862704664469
134,-1.5663581507396884e-05,,268,2.453477698782791e-10
134,-1.5663581507396884e-05,0.9843806028366089,269,0.00024396555090788752
135,0.003122512251138687,,270,9.750081517267972e-06
135,0.003122512251138687,0.9844284057617188,271,0.0002424745325697586
136,0.003208895679563284,,272,1.029700979415793e-05
136,0.003208895679563284,0.9844709038734436,273,0.00024115279666148126
137,0.0007348593208007514,,274,5.400181635195622e-07
137,0.0007348593208007514,0.9845107197761536,275,0.000239917790167965
138,-0.001850574859417975,,276,3.424626811465714e-06
138,-0.001850574859417975,0.984550952911377,277,0.00023867303389124572
139,-0.0024479380808770657,,278,5.992400474497117e-06
139,-0.0024479380808770657,0.9845926761627197,279,0.00023738561139907688
140,-0.0009389208862558007,,280,8.815723049337976e-07
140,-0.0009389208862558007,0.9846355319023132,281,0.00023606685863342136
141,0.0010654254583641887,,282,1.135131242335774e-06
141,0.0010654254583641887,0.9846770167350769,283,0.00023479379888158292
142,0.0018439210252836347,,284,3.400044306545169e-06
142,0.0018439210252836347,0.9847162961959839,285,0.00023359156330116093
143,0.0009858527919277549,,286,9.71905706137477e-07
143,0.0009858527919277549,0.9847536087036133,287,0.00023245242482516915
144,-0.0005049535539001226,,288,2.5497806177554594e-07
144,-0.0005049535539001226,0.9847907423973083,289,0.0002313215081812814
145,-0.0012855303939431906,,290,1.6525882529094815e-06
145,-0.0012855303939431906,0.9848285913467407,291,0.00023017161583993584
146,-0.0008403047104366124,,292,7.061119617901568e-07
146,-0.0008403047104366124,0.984867513179779,293,0.00022899213945493102
147,0.00023564972798340023,,294,5.5530790632474236e-08
147,0.00023564972798340023,0.984906017780304,295,0.00022782827727496624
148,0.0009300602250732481,,296,8.650119411868218e-07
148,0.0009300602250732481,0.9849435687065125,297,0.00022669610916636884
149,0.0007322764722630382,,298,5.362288106880442e-07
149,0.0007322764722630382,0.9849798679351807,299,0.00022560435172636062
150,-2.7930467695114203e-05,,300,7.801109758176494e-10
150,-2.7930467695114203e-05,0.9850157499313354,301,0.0002245277282781899
151,-0.0006064975750632584,,302,3.6783924883820873e-07
151,-0.0006064975750632584,0.9850520491600037,303,0.0002234412095276639
152,-0.0005473625496961176,,304,2.99605744658038e-07
152,-0.0005473625496961176,0.9850887656211853,305,0.00022234489733818918
153,-1.7770606064004824e-05,,306,3.1579439063733616e-10
153,-1.7770606064004824e-05,0.9851256012916565,307,0.00022124771203380078
154,0.0004441120254341513,,308,1.9723547950434295e-07
154,0.0004441120254341513,0.9851617813110352,309,0.00022017271840013564
155,0.0004550778539851308,,310,2.0709583736788773e-07
155,0.0004550778539851308,0.9851973652839661,311,0.00021911796648055315
156,8.861387323122472e-05,,312,7.852417382991916e-09
156,8.861387323122472e-05,0.9852324724197388,313,0.0002180798474000767
157,-0.00026968750171363354,,314,7.273133917351515e-08
157,-0.00026968750171363354,0.985267698764801,315,0.00021704068058170378
158,-0.0003114479186479002,,316,9.699979841570894e-08
158,-0.0003114479186479002,0.9853031635284424,317,0.00021599698811769485
159,-5.837476783199236e-05,,318,3.407613080597116e-09
159,-5.837476783199236e-05,0.9853385090827942,319,0.00021495929104276001
160,0.0002143360470654443,,320,4.593993452317591e-08
160,0.0002143360470654443,0.9853736162185669,321,0.00021393108181655407
161,0.0002642093750182539,,322,6.980658895372471e-08
161,0.0002642093750182539,0.985408365726471,323,0.00021291576558724046
162,8.854024054016918e-05,,324,7.83937270654178e-09
162,8.854024054016918e-05,0.9854426980018616,325,0.00021191501582507044
163,-0.00011640508455457166,,326,1.355014234150076e-08
163,-0.00011640508455457166,0.9854771494865417,327,0.00021091316011734307
164,-0.0001637183886487037,,328,2.6803707697808932e-08
164,-0.0001637183886487037,0.9855114221572876,329,0.00020991887140553445
165,-4.077626363141462e-05,,330,1.6627035304139781e-09
165,-4.077626363141462e-05,0.985545814037323,331,0.00020892347674816847
166,0.00011162181181134656,,332,1.2459427267685896e-08
166,0.00011162181181134656,0.9855799674987793,333,0.0002079373225569725
167,0.0001517044147476554,,334,2.301422696859845e-08
167,0.0001517044147476554,0.9856136441230774,335,0.00020696721912827343
168,6.405566091416404e-05,,336,4.103127615451285e-09
168,6.405566091416404e-05,0.9856473803520203,337,0.00020599766867235303
169,-4.905631794827059e-05,,338,2.4065223147573533e-09
169,-4.905631794827059e-05,0.9856807589530945,339,0.00020504064741544425
170,-8.044305286603048e-05,,340,6.471084557091444e-09
170,-8.044305286603048e-05,0.9857142567634583,341,0.00020408244745340198
171,-1.6975667676888406e-05,,342,2.8817329078556497e-10
171,-1.6975667676888406e-05,0.9857476353645325,343,0.0002031298790825531
172,6.62269740132615e-05,,344,4.386011998036565e-09
172,6.62269740132615e-05,0.9857807755470276,345,0.00020218633289914578
173,8.952161442721263e-05,,346,8.014119146082521e-09
173,8.952161442721263e-05,0.9858137369155884,347,0.0002012500335695222
174,4.210248152958229e-05,,348,1.7726187184763376e-09
174,4.210248152958229e-05,0.9858464598655701,349,0.00020032266911584884
175,-1.8915481632575393e-05,,350,3.5779540441538416e-10
175,-1.8915481632575393e-05,0.9858791828155518,351,0.00019939745834562927
176,-3.514378840918653e-05,,352,1.2350857003795568e-09
176,-3.514378840918653e-05,0.9859117269515991,353,0.0001984794216696173
177,3.370519152667839e-07,,354,1.136039843468474e-13
177,3.370519152667839e-07,0.9859440922737122,355,0.00019756852998398244
178,4.4931239244760945e-05,,356,2.0188160032574842e-09
178,4.4931239244760945e-05,0.9859764575958252,357,0.00019665971922222525
179,5.539243284147233e-05,,358,3.068321374755101e-09
179,5.539243284147233e-05,0.9860085844993591,359,0.00019575968326535076
180,2.8040223696734756e-05,,360,7.862540618575053e-10
180,2.8040223696734756e-05,0.9860405325889587,361,0.00019486671953927726
181,-4.505868673732039e-06,,362,2.0302851413966927e-11
181,-4.505868673732039e-06,0.9860723614692688,363,0.00019397909636609256
182,-1.0652541277522687e-05,,364,1.1347663086969106e-10
182,-1.0652541277522687e-05,0.9861040115356445,365,0.00019309848721604794
183,1.0606273463054094e-05,,366,1.1249302878102441e-10
183,1.0606273463054094e-05,0.9861355423927307,367,0.00019222316041123122
184,3.394615123397671e-05,,368,1.1523410003988488e-09
184,3.394615123397671e-05,0.9861670136451721,369,0.00019135150068905205
185,3.6460976843954995e-05,,370,1.3294026990351426e-09
185,3.6460976843954995e-05,0.986198365688324,371,0.0001904850942082703
186,2.0019495423184708e-05,,372,4.007801590599769e-10
186,2.0019495423184708e-05,0.9862294793128967,373,0.00018962722970172763
187,3.2327959615940927e-06,,374,1.0450969083197759e-11
187,3.2327959615940927e-06,0.9862605333328247,375,0.0001887729304144159
188,2.7991166007268475e-06,,376,7.835053786320323e-12
188,2.7991166007268475e-06,0.9862913489341736,377,0.00018792710034176707
189,1.5735939086880535e-05,,378,2.4761973027587203e-10
189,1.5735939086880535e-05,0.9863220453262329,379,0.0001870864216471091
190,2.698792923183646e-05,,380,7.283482705844335e-10
190,2.698792923183646e-05,0.9863527417182922,381,0.00018624764925334603
191,2.6124265787075274e-05,,382,6.824772413871472e-10
191,2.6124265787075274e-05,0.9863830804824829,383,0.0001854204892879352
192,1.608365164429415e-05,,384,2.586838243612277e-10
192,1.608365164429415e-05,0.9864134788513184,385,0.0001845935476012528
193,8.212615284719504e-06,,386,6.744704100780652e-11
193,8.212615284719504e-06,0.9864436984062195,387,0.0001837732852436602
194,9.760474313225131e-06,,388,9.52668499643039e-11
194,9.760474313225131e-06,0.9864737391471863,389,0.00018295971676707268
195,1.7639884390519e-05,,390,3.1116548226961527e-10
195,1.7639884390519e-05,0.9865037202835083,391,0.00018214955343864858
196,2.2622118194703944e-05,,392,5.117601897808299e-10
196,2.2622118194703944e-05,0.9865335822105408,393,0.00018134439596906304
197,2.0547760868794285e-05,,394,4.222104332818333e-10
197,2.0547760868794285e-05,0.9865632057189941,395,0.00018054741667583585
198,1.43622364703333e-05,,396,2.0627381747129192e-10
198,1.43622364703333e-05,0.9865927696228027,397,0.00017975381342694163
199,1.0979430953739211e-05,,398,1.2054789111370923e-10
199,1.0979430953739211e-05,0.9866222143173218,399,0.0001789651287253946
200,1.3545558431360405e-05,,400,1.8348213226548893e-10
200,1.3545558431360405e-05,0.9866514205932617,401,0.00017818454944062978
201,1.819325188989751e-05,,402,3.3099439855632795e-10
201,1.819325188989751e-05,0.9866806864738464,403,0.00017740408657118678
202,1.9600292944232933e-05,,404,3.8417144465618946e-10
202,1.9600292944232933e-05,0.9867097735404968,405,0.0001766300993040204
203,1.708713170955889e-05,,406,2.919700592407537e-10
203,1.708713170955889e-05,0.9867385029792786,407,0.00017586728790774941
204,1.3653081623488106e-05,,408,1.8640662624580528e-10
204,1.3653081623488106e-05,0.9867674112319946,409,0.00017510139150545
205,1.3219942957221065e-05,,410,1.7476688152218145e-10
205,1.3219942957221065e-05,0.9867960810661316,411,0.00017434345500078052
206,1.554732079966925e-05,,412,2.417191724557455e-10
206,1.554732079966925e-05,0.986824631690979,413,0.0001735903206281364
207,1.7439604562241584e-05,,414,3.0413976892518235e-10
207,1.7439604562241584e-05,0.9868530035018921,415,0.0001728435163386166
208,1.720073305477854e-05,,416,2.958651934559242e-10
208,1.720073305477854e-05,0.9868813753128052,417,0.00017209829820785671
209,1.5459461792488582e-05,,418,2.389949349534959e-10
209,1.5459461792488582e-05,0.9869095087051392,419,0.00017136095266323537
210,1.434762089047581e-05,,420,2.0585420867913484e-10
210,1.434762089047581e-05,0.9869374632835388,421,0.000170629849890247
211,1.4641265806858428e-05,,422,2.1436664943141892e-10
211,1.4641265806858428e-05,0.986965537071228,423,0.00016989721916615963
212,1.5662355508538894e-05,,424,2.453093561616271e-10
212,1.5662355508538894e-05,0.9869931936264038,425,0.00016917698667384684
213,1.6247338862740435e-05,,426,2.639760077194353e-10
213,1.6247338862740435e-05,0.9870209693908691,427,0.00016845522623043507
214,1.6056410458986647e-05,,428,2.578082747284327e-10
214,1.6056410458986647e-05,0.9870485663414001,429,0.0001677396212471649
215,1.4895057574904058e-05,,430,2.218627226380221e-10
215,1.4895057574904058e-05,0.987075924873352,431,0.00016703171422705054
216,1.4606730474042706e-05,,432,2.1335655464582715e-10
216,1.4606730474042706e-05,0.9871033430099487,433,0.00016632374899927527
217,1.4852175809210166e-05,,434,2.205871041383034e-10
217,1.4852175809210166e-05,0.9871305227279663,435,0.00016562342352699488
218,1.5388974134111777e-05,,436,2.368205076486163e-10
218,1.5388974134111777e-05,0.9871577024459839,437,0.00016492459690198302
219,1.578030423843302e-05,,438,2.4901797290866057e-10
219,1.578030423843302e-05,0.9871845245361328,439,0.00016423639317508787
220,1.5443325537489727e-05,,440,2.384962782819855e-10
220,1.5443325537489727e-05,0.9872115254402161,441,0.00016354506078641862
221,1.4669066331407521e-05,,442,2.1518149762034255e-10
221,1.4669066331407521e-05,0.9872382283210754,443,0.00016286280879285187
222,1.4623226888943464e-05,,444,2.1383875226099747e-10
222,1.4623226888943464e-05,0.9872648119926453,445,0.000162185009685345
223,1.4868902326270472e-05,,446,2.2108423425315493e-10
223,1.4868902326270472e-05,0.9872913956642151,447,0.00016150860756170005
224,1.5114657799131237e-05,,448,2.2845286773431894e-10
224,1.5114657799131237e-05,0.9873178601264954,449,0.00016083665832411498
225,1.521467675047461e-05,,450,2.3148637173786568e-10
225,1.521467675047461e-05,0.9873440861701965,451,0.00016017213056329638
226,1.4585460121452343e-05,,452,2.127356207859421e-10
226,1.4585460121452343e-05,0.9873703122138977,453,0.0001595089997863397
227,1.4685401765746064e-05,,454,2.1566100294467816e-10
227,1.4685401765746064e-05,0.9873964190483093,455,0.00015885023458395153
228,1.4639465007348917e-05,,456,2.1431391383774923e-10
228,1.4639465007348917e-05,0.9874222874641418,457,0.00015819883265066892
229,1.4690789612359367e-05,,458,2.1581927911462628e-10
229,1.4690789612359367e-05,0.9874481558799744,459,0.00015754876949358732
230,1.4839432878943626e-05,,460,2.2020875400929896e-10
230,1.4839432878943626e-05,0.9874739646911621,461,0.00015690154395997524
231,1.4550161722581834e-05,,462,2.117071934426562e-10
231,1.4550161722581834e-05,0.987499475479126,463,0.0001562631077831611
232,1.4650150660600048e-05,,464,2.1462689958617887e-10
232,1.4650150660600048e-05,0.9875251054763794,465,0.00015562298358418047
233,1.4166005712468177e-05,,466,2.0067569828086107e-10
233,1.4166005712468177e-05,0.9875505566596985,467,0.0001549886364955455
234,1.4460696547757834e-05,,468,2.0911172793347532e-10
234,1.4460696547757834e-05,0.9875758290290833,469,0.0001543600083095953
235,1.4609393474529497e-05,,470,2.1343435352427775e-10
235,1.4609393474529497e-05,0.987601101398468,471,0.0001537326752441004
236,1.4660725355497561e-05,,472,2.149368460990786e-10
236,1.4660725355497561e-05,0.9876261353492737,473,0.00015311251627281308
237,1.4224918231775519e-05,,474,2.0234827702303448e-10
237,1.4224918231775519e-05,0.9876511096954346,475,0.00015249507850967348
238,1.4130014278634917e-05,,476,1.9965729070037241e-10
238,1.4130014278634917e-05,0.9876760244369507,477,0.00015188034740276635
239,1.4327458302432206e-05,,478,2.0527604616127348e-10
239,1.4327458302432206e-05,0.9877008199691772,479,0.000151269807247445
240,1.4037561413715594e-05,,480,1.9705310994044822e-10
