epoch,out_0,out_1,step,train_loss
0,-0.10540586709976196,,0,0.01111039612442255
0,-0.10540586709976196,-0.058964841067790985,1,1.1214064359664917
1,-0.03267688304185867,,2,0.0010677785612642765
1,-0.03267688304185867,-0.019664006307721138,3,1.0397146940231323
2,-0.009688343852758408,,4,9.386399324284866e-05
2,-0.009688343852758408,-0.004503991920500994,5,1.0090281963348389
3,-0.0009763669222593307,,6,9.532922717880865e-07
3,-0.0009763669222593307,0.0007861321792006493,7,0.9984282851219177
4,0.0018735731719061732,,8,3.5102759738947498e-06
4,0.0018735731719061732,0.0023008014541119337,9,0.9954036474227905
5,0.00250898371450603,,10,6.294998456723988e-06
5,0.00250898371450603,0.002492291387170553,11,0.9950215220451355
6,0.0024431650526821613,,12,5.969055109744659e-06
6,0.0024431650526821613,0.00232506450265646,13,0.9953551888465881
7,0.0022322572767734528,,14,4.982971859135432e-06
7,0.0022322572767734528,0.0021184608340263367,15,0.9957675337791443
8,0.002040789695456624,,16,4.164821802987717e-06
8,0.002040789695456624,0.0019549024291336536,17,0.9960939884185791
9,0.0019032858544960618,,18,3.622496706157108e-06
9,0.0019032858544960618,0.0018459215061739087,19,0.9963115453720093
10,0.001819069148041308,,20,3.3090122997236904e-06
10,0.001819069148041308,0.0017861687811091542,21,0.9964308142662048
11,0.0017808902775868773,,22,3.1715699151391163e-06
11,0.0017808902775868773,0.001768618356436491,23,0.9964659214019775
12,0.0017824384849518538,,24,3.1770866826263955e-06
12,0.0017824384849518538,0.0017882323591038585,25,0.9964266419410706
13,0.0018199231708422303,,26,3.3121200431196485e-06
13,0.0018199231708422303,0.0018425558228045702,27,0.9963182210922241
14,0.001892184722237289,,28,3.5803625451080734e-06
14,0.001892184722237289,0.00193169922567904,29,0.9961402416229248
15,0.002000679960474372,,30,4.002719833806623e-06
15,0.002000679960474372,0.002058410318568349,31,0.9958873987197876
16,0.0021496897097676992,,32,4.621165317075793e-06
16,0.0021496897097676992,0.0022284570150077343,33,0.9955480098724365
17,0.0023469661828130484,,34,5.508249614649685e-06
17,0.0023469661828130484,0.002451530657708645,35,0.9951029419898987
18,0.002605003770440817,,36,6.78604374115821e-06
18,0.002605003770440817,0.0027429210022091866,37,0.9945215582847595
19,0.0029434135649353266,,38,8.663682820042595e-06
19,0.0029434135649353266,0.0031265942379832268,39,0.9937564730644226
20,0.003393222112208605,,40,1.1513954632391687e-05
20,0.003393222112208605,0.0036408326122909784,41,0.9927315711975098
21,0.004004988353699446,,42,1.6039930414990522e-05
21,0.004004988353699446,0.004349063150584698,43,0.991320788860321
22,0.004864991642534733,,44,2.3668140784138814e-05
22,0.004864991642534733,0.0053620110265910625,45,0.9893046021461487
23,0.006129723973572254,,46,3.7573514418909326e-05
23,0.006129723973572254,0.006886634975671768,47,0.986274003982544
24,0.008107006549835205,,48,6.572355050593615e-05
24,0.008107006549835205,0.00934580061584711,49,0.9813956618309021
25,0.011469321325421333,,50,0.00013154532643966377
25,0.011469321325421333,0.013709953054785728,51,0.9727679491043091
26,0.01790352165699005,,52,0.00032053605536930263
26,0.01790352165699005,0.02257212996482849,53,0.9553651213645935
27,0.032459359616041183,,54,0.001053609885275364
27,0.032459359616041183,0.044303540140390396,55,0.9133557081222534
28,0.07329012453556061,,56,0.005371441598981619
28,0.07329012453556061,0.1100287064909935,57,0.7920488715171814
29,0.20172907412052155,,58,0.04069461673498154
29,0.20172907412052155,0.2844454050064087,59,0.5120183229446411
30,0.4615706503391266,,60,0.21304744482040405
30,0.4615706503391266,0.5244017839431763,61,0.2261936366558075
31,0.6382361650466919,,62,0.40734535455703735
31,0.6382361650466919,0.6649159789085388,63,0.11228129267692566
32,0.6943376660346985,,64,0.48210474848747253
32,0.6943376660346985,0.6895496249198914,65,0.09637942165136337
33,0.6759841442108154,,66,0.4569545090198517
33,0.6759841442108154,0.6462395191192627,67,0.12514647841453552
34,0.6101347804069519,,68,0.37226441502571106
34,0.6101347804069519,0.5649141669273376,69,0.18929967284202576
35,0.5252299904823303,,70,0.2758665084838867
35,0.5252299904823303,0.4840797185897827,71,0.26617372035980225
36,0.45673683285713196,,72,0.2086085081100464
36,0.45673683285713196,0.4339664876461029,73,0.3203938901424408
37,0.42308881878852844,,74,0.17900414764881134
37,0.42308881878852844,0.42051804065704346,75,0.33579930663108826
38,0.42267513275146484,,76,0.1786542534828186
38,0.42267513275146484,0.43708109855651855,77,0.31687766313552856
39,0.44623634219169617,,78,0.19912685453891754
39,0.44623634219169617,0.47310465574264526,79,0.2776186764240265
40,0.4819320738315582,,80,0.23225849866867065
40,0.4819320738315582,0.5156885385513306,81,0.23455756902694702
41,0.5172063708305359,,82,0.26750242710113525
41,0.5172063708305359,0.5522185564041138,83,0.20050819218158722
42,0.5422490239143372,,84,0.2940339744091034
42,0.5422490239143372,0.5746597647666931,85,0.18091429769992828
43,0.5525699257850647,,86,0.3053334951400757
43,0.5525699257850647,0.5810340642929077,87,0.17553244531154633
44,0.5486311912536621,,88,0.30099615454673767
44,0.5486311912536621,0.5738495588302612,89,0.18160419166088104
45,0.5341842770576477,,90,0.28535279631614685
45,0.5341842770576477,0.5581960678100586,91,0.1951906979084015
46,0.5147071480751038,,92,0.26492342352867126
46,0.5147071480751038,0.5402221083641052,93,0.21139569580554962
47,0.4958537817001343,,94,0.24587096273899078
47,0.4958537817001343,0.5255503058433533,95,0.2251024842262268
48,0.481955885887146,,96,0.23228146135807037
48,0.481955885887146,0.5179009437561035,97,0.2324194759130478
49,0.47514042258262634,,98,0.2257584035396576
49,0.47514042258262634,0.5185074210166931,99,0.23183509707450867
50,0.47528836131095886,,100,0.22589901089668274
50,0.47528836131095886,0.5263263583183289,101,0.224366694688797
51,0.4805391728878021,,102,0.23091787099838257
51,0.4805391728878021,0.5387095808982849,103,0.21278883516788483
52,0.4880334734916687,,104,0.2381766438484192
52,0.4880334734916687,0.552318811416626,105,0.20041842758655548
53,0.4947412312030792,,106,0.2447688728570938
53,0.4947412312030792,0.5640944242477417,107,0.19001364707946777
54,0.49821770191192627,,108,0.24822084605693817
54,0.49821770191192627,0.5720043182373047,109,0.1831802874803543
55,0.4970964193344116,,110,0.24710482358932495
55,0.4970964193344116,0.5753716826438904,111,0.18030919134616852
56,0.49123501777648926,,112,0.24131181836128235
56,0.49123501777648926,0.5748341679573059,113,0.18076595664024353
57,0.4815747141838074,,114,0.23191417753696442
57,0.4815747141838074,0.5720933079719543,115,0.18310412764549255
58,0.46980997920036316,,116,0.22072139382362366
58,0.46980997920036316,0.5695467591285706,117,0.18528997898101807
59,0.45791226625442505,,118,0.2096836268901825
59,0.45791226625442505,0.5697575807571411,119,0.1851085126399994
60,0.4474962055683136,,120,0.20025283098220825
60,0.4474962055683136,0.5746902823448181,121,0.1808883398771286
61,0.43909987807273865,,122,0.19280868768692017
61,0.43909987807273865,0.5848875045776367,123,0.17231836915016174
62,0.4316464364528656,,124,0.18631862103939056
62,0.4316464364528656,0.5991286635398865,125,0.1606978178024292
63,0.422473669052124,,126,0.1784839928150177
63,0.422473669052124,0.615043580532074,127,0.1481914222240448
64,0.4081314504146576,,128,0.16657127439975739
64,0.4081314504146576,0.6305820345878601,129,0.13646961748600006
65,0.3858139216899872,,130,0.1488523632287979
65,0.3858139216899872,0.6457862257957458,131,0.12546738982200623
66,0.3548639118671417,,132,0.1259283870458603
66,0.3548639118671417,0.6640581488609314,133,0.1128569170832634
67,0.3169415593147278,,134,0.10045193880796432
67,0.3169415593147278,0.6910830736160278,135,0.09542965888977051
68,0.27316203713417053,,136,0.07461749017238617
68,0.27316203713417053,0.729539155960083,137,0.07314906269311905
69,0.22015002369880676,,138,0.0484660267829895
69,0.22015002369880676,0.7747917175292969,139,0.0507187657058239
70,0.1523233950138092,,140,0.02320241369307041
70,0.1523233950138092,0.8202627897262573,141,0.032305460423231125
71,0.07264412194490433,,142,0.00527716800570488
71,0.07264412194490433,0.8634862303733826,143,0.018636006861925125
72,-0.0012095276033505797,,144,1.4629567886004224e-06
72,-0.0012095276033505797,0.9017229676246643,145,0.009658373892307281
73,-0.0482151173055172,,146,0.0023246973287314177
73,-0.0482151173055172,0.9302154779434204,147,0.0048698787577450275
74,-0.05778832361102104,,148,0.0033394901547580957
74,-0.05778832361102104,0.9480502605438232,149,0.0026987751480191946
75,-0.029797611758112907,,150,0.0008878975640982389
